,MoleculeID,CERAPP_Ago_pred,CERAPP_Anta_pred,CERAPP_Bind_pred,CoMPARA_Ago_pred,CoMPARA_Anta_pred,CoMPARA_Bind_pred,CATMoS_VT_pred,CATMoS_NT_pred,CATMoS_EPA_pred,CATMoS_GHS_pred,CATMoS_LD50_pred,dtxsid,group_str,final_picks
0,DTXSID9041491,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2636.0,DTXSID9041491,"('Phenylpropanoids and polyketides', 2.0)",
1,DTXSID8052227,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2224.0,DTXSID8052227,"('Prenol lipids', 2.0)",
2,DTXSID1062330,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1024.0,DTXSID1062330,"('Organic salts', nan)",
3,DTXSID10889202,1.0,0.0,1,1.0,0.0,1,0,1,4,5,5698.0,DTXSID10889202,"('Carboxylic acids and derivatives', 2.0)",
4,DTXSID10889207,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2635.0,DTXSID10889207,"('Prenol lipids', 2.0)",
5,DTXSID5071880,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2665.0,DTXSID5071880,"('Benzene and substituted derivatives', 8.0)",
6,DTXSID4070037,0.0,0.0,0,0.0,0.0,1,0,1,4,5,7015.0,DTXSID4070037,"('Organic phosphonic acids and derivatives', nan)",
7,DTXSID4066385,0.0,0.0,1,0.0,1.0,1,0,1,3,5,2472.0,DTXSID4066385,"('Benzene and substituted derivatives', 2.0)",
8,DTXSID0026177,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1051.0,DTXSID0026177,"('Organic nitrogen compounds', 6.0)",
9,DTXSID20921703,0.0,0.0,1,0.0,0.0,0,0,1,4,5,5364.0,DTXSID20921703,"('Organooxygen compounds', 3.0)",
10,DTXSID9061835,0.0,1.0,1,0.0,0.0,0,0,1,3,5,2215.0,DTXSID9061835,"('Benzenoids', 3.0)",1.0
11,DTXSID40885954,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5064.0,DTXSID40885954,"('Prenol lipids', 1.0)",
12,DTXSID7051559,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2403.0,DTXSID7051559,"('Benzene and substituted derivatives', 5.0)",
13,DTXSID40867295,1.0,0.0,1,0.0,0.0,0,0,1,3,5,2913.0,DTXSID40867295,"('Prenol lipids', 2.0)",
14,DTXSID1047528,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6252.0,DTXSID1047528,"('Benzene and substituted derivatives', 1.0)",
15,DTXSID90888435,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2505.0,DTXSID90888435,"('Anthracenes', 9.0)",
16,DTXSID3026851,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2079.0,DTXSID3026851,"('Organic nitrogen compounds', 1.0)",
17,DTXSID4061410,0.0,0.0,1,0.0,0.0,0,0,1,3,5,2571.0,DTXSID4061410,"('Benzene and substituted derivatives', 6.0)",
18,DTXSID4027492,0.0,0.0,0,0.0,0.0,0,0,0,2,3,236.0,DTXSID4027492,"('Organometallic compounds', 2.0)",
19,DTXSID3064431,0.0,0.0,0,0.0,0.0,0,0,0,3,4,703.0,DTXSID3064431,"('Benzene and substituted derivatives', 10.0)",
20,DTXSID3065372,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2039.0,DTXSID3065372,"('Carboxylic acids and derivatives', 5.0)",
21,DTXSID9045055,0.0,0.0,1,0.0,1.0,1,0,1,4,5,6966.0,DTXSID9045055,"('Anthracenes', 6.0)",1.0
22,DTXSID90884371,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6167.0,DTXSID90884371,"('Fatty Acyls', 1.0)",
23,DTXSID0041357,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6167.0,DTXSID0041357,"('Fatty Acyls', 1.0)",
24,DTXSID5059080,0.0,1.0,1,0.0,0.0,0,0,1,3,5,2598.0,DTXSID5059080,"('Naphthalenes', 5.0)",
25,DTXSID30867168,0.0,0.0,0,0.0,0.0,0,0,1,4,5,11258.0,DTXSID30867168,"('Fatty Acyls', 3.0)",
26,DTXSID80889052,0.0,0.0,0,0.0,0.0,0,0,0,3,4,519.0,DTXSID80889052,"('Azolidines', 2.0)",
27,DTXSID4058948,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2513.0,DTXSID4058948,"('Benzene and substituted derivatives', 7.0)",1.0
28,DTXSID8066260,0.0,0.0,0,0.0,1.0,1,0,0,3,4,654.0,DTXSID8066260,"('Benzopyrans', nan)",
29,DTXSID9047178,0.0,0.0,0,0.0,0.0,0,0,1,4,5,12797.0,DTXSID9047178,"('Fatty Acyls', 2.0)",
30,DTXSID5025603,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1355.0,DTXSID5025603,"('Organic nitrogen compounds', 4.0)",
31,DTXSID6041551,1.0,1.0,0,0.0,0.0,0,0,0,3,4,1202.0,DTXSID6041551,"('Benzene and substituted derivatives', 6.0)",
32,DTXSID2026606,0.0,0.0,0,0.0,1.0,1,0,0,3,4,633.0,DTXSID2026606,"('Benzene and substituted derivatives', 10.0)",
33,DTXSID1072393,0.0,0.0,1,0.0,1.0,1,0,1,4,5,5016.0,DTXSID1072393,"('Benzenoids', 5.0)",
34,DTXSID60371889,0.0,0.0,1,0.0,0.0,0,0,0,2,3,267.0,DTXSID60371889,"('Benzene and substituted derivatives', 5.0)",
35,DTXSID2027339,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2713.0,DTXSID2027339,"('Carboxylic acids and derivatives', 1.0)",
36,DTXSID4044456,0.0,0.0,0,0.0,0.0,0,0,0,3,4,673.0,DTXSID4044456,"('Diazines', 2.0)",
37,DTXSID9062148,1.0,1.0,1,0.0,0.0,0,0,0,3,4,1076.0,DTXSID9062148,"('Benzene and substituted derivatives', 6.0)",
38,DTXSID3060118,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2032.0,DTXSID3060118,"('Organic sulfonic acids and derivatives', nan)",
39,DTXSID5060693,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2723.0,DTXSID5060693,"('Benzene and substituted derivatives', 7.0)",
40,DTXSID5060300,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6457.0,DTXSID5060300,"('Fatty Acyls', 1.0)",
41,DTXSID90380803,0.0,1.0,1,0.0,0.0,0,0,0,3,4,1976.0,DTXSID90380803,"('Benzene and substituted derivatives', 7.0)",
42,DTXSID60864948,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2080.0,DTXSID60864948,"('Benzene and substituted derivatives', 8.0)",
43,DTXSID5062009,0.0,0.0,0,0.0,0.0,0,0,1,4,5,8840.0,DTXSID5062009,"('Glycerolipids', nan)",
44,DTXSID80371548,0.0,0.0,0,0.0,0.0,0,0,0,2,3,266.0,DTXSID80371548,"('Organohalogen compounds', 4.0)",
45,DTXSID50883562,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3290.0,DTXSID50883562,"('Keto acids and derivatives', nan)",
46,DTXSID3061928,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5947.0,DTXSID3061928,"('Benzofurans', nan)",
47,DTXSID90870774,1.0,1.0,1,0.0,0.0,0,0,1,3,5,2462.0,DTXSID90870774,"('Benzene and substituted derivatives', 2.0)",
48,DTXSID8052144,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6033.0,DTXSID8052144,"('Organometallic compounds', 3.0)",
49,DTXSID5051571,0.0,0.0,0,0.0,0.0,0,0,0,3,4,539.0,DTXSID5051571,"('Organic nitrogen compounds', 4.0)",
50,DTXSID20884561,1.0,1.0,1,0.0,1.0,1,0,1,3,5,2275.0,DTXSID20884561,"('Phenylpropanoids and polyketides', 2.0)",
51,DTXSID4061460,0.0,0.0,0,0.0,0.0,0,0,0,2,3,226.0,DTXSID4061460,"('Organic acids and derivatives', 3.0)",
52,DTXSID9063875,0.0,0.0,0,0.0,0.0,0,0,0,2,3,256.0,DTXSID9063875,"('Diazines', 2.0)",
53,DTXSID20884728,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1207.0,DTXSID20884728,"('Organometallic compounds', 2.0)",
54,DTXSID4051744,0.0,0.0,1,0.0,1.0,1,0,1,4,5,8576.0,DTXSID4051744,"('Phenylpropanoids and polyketides', 2.0)",
55,DTXSID7062821,0.0,0.0,1,0.0,0.0,0,0,1,4,5,6321.0,DTXSID7062821,"('Fatty Acyls', 4.0)",
56,DTXSID3061764,0.0,0.0,0,0.0,1.0,1,0,1,4,5,8879.0,DTXSID3061764,"('Azobenzenes', 6.0)",1.0
57,DTXSID5060489,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2560.0,DTXSID5060489,"('Carboxylic acids and derivatives', 1.0)",
58,DTXSID20905028,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2353.0,DTXSID20905028,"('Other', 2.0)",1.0
59,DTXSID9027285,0.0,0.0,0,1.0,0.0,0,0,1,4,5,11886.0,DTXSID9027285,"('Fatty Acyls', 2.0)",
60,DTXSID70888256,0.0,0.0,1,1.0,0.0,1,0,1,4,5,5196.0,DTXSID70888256,"('Prenol lipids', 2.0)",
61,DTXSID10888255,0.0,0.0,1,1.0,0.0,1,0,1,4,5,5196.0,DTXSID10888255,"('Prenol lipids', 2.0)",
62,DTXSID9052638,0.0,0.0,0,0.0,0.0,0,0,0,3,4,753.0,DTXSID9052638,"('Phenols', 4.0)",
63,DTXSID5022017,1.0,1.0,1,0.0,0.0,0,0,1,3,5,2468.0,DTXSID5022017,"('Hydrocarbons', 2.0)",
64,DTXSID1044720,0.0,0.0,0,0.0,0.0,0,0,0,2,3,236.0,DTXSID1044720,"('Pyridines and derivatives', 2.0)",
65,DTXSID1027970,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5576.0,DTXSID1027970,"('Organooxygen compounds', 1.0)",
66,DTXSID0067507,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2279.0,DTXSID0067507,"('Azobenzenes', 6.0)",
67,DTXSID9060364,0.0,0.0,0,0.0,0.0,0,0,0,2,3,242.0,DTXSID9060364,"('Benzene and substituted derivatives', 3.0)",
68,DTXSID6062709,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5206.0,DTXSID6062709,"('Organosulfur compounds', 4.0)",
69,DTXSID0063999,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2576.0,DTXSID0063999,"('Organic nitrogen compounds', 1.0)",
70,DTXSID9026849,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1543.0,DTXSID9026849,"('Organooxygen compounds', 1.0)",
71,DTXSID5026621,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1233.0,DTXSID5026621,"('Benzene and substituted derivatives', 2.0)",
72,DTXSID1061819,0.0,0.0,0,0.0,1.0,1,0,1,4,5,5137.0,DTXSID1061819,"('Carboxylic acids and derivatives', 2.0)",
73,DTXSID70888539,0.0,0.0,1,0.0,1.0,1,0,0,3,4,691.0,DTXSID70888539,"('Indanes', nan)",
74,DTXSID1041217,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1172.0,DTXSID1041217,"('Organooxygen compounds', 1.0)",
75,DTXSID0032316,1.0,1.0,1,0.0,0.0,0,0,0,3,4,1141.0,DTXSID0032316,"('Phenols', 6.0)",
76,DTXSID5067847,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2289.0,DTXSID5067847,"('Organooxygen compounds', 1.0)",
77,DTXSID4039231,0.0,0.0,0,0.0,0.0,0,0,0,2,3,233.0,DTXSID4039231,"('Organohalogen compounds', 4.0)",
78,DTXSID2051500,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2452.0,DTXSID2051500,"('Phenol ethers', 2.0)",
79,DTXSID9041813,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1378.0,DTXSID9041813,"('Organooxygen compounds', 3.0)",
80,DTXSID0047585,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6457.0,DTXSID0047585,"('Carboxylic acids and derivatives', 5.0)",
81,DTXSID7051898,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2691.0,DTXSID7051898,"('Organoheterocyclic compounds', 3.0)",
82,DTXSID2047141,1.0,1.0,1,0.0,0.0,0,0,1,4,5,5469.0,DTXSID2047141,"('Organooxygen compounds', 3.0)",
83,DTXSID9047590,0.0,1.0,1,0.0,1.0,0,0,1,4,5,6117.0,DTXSID9047590,"('Benzene and substituted derivatives', 2.0)",
84,DTXSID4052841,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2618.0,DTXSID4052841,"('Benzene and substituted derivatives', 10.0)",
85,DTXSID0061458,0.0,0.0,0,0.0,0.0,0,0,0,3,4,612.0,DTXSID0061458,"('Azoles', 1.0)",
86,DTXSID4063036,0.0,0.0,0,0.0,0.0,0,0,1,4,5,8906.0,DTXSID4063036,"('Acetylides', nan)",
87,DTXSID0071176,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3121.0,DTXSID0071176,"('Organic nitrogen compounds', 1.0)",
88,DTXSID90885025,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1454.0,DTXSID90885025,"('Organooxygen compounds', 2.0)",
89,DTXSID90862730,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2142.0,DTXSID90862730,"('Organooxygen compounds', 3.0)",
90,DTXSID5025659,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1575.0,DTXSID5025659,"('Benzene and substituted derivatives', 4.0)",
91,DTXSID2026494,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1219.0,DTXSID2026494,"('Benzene and substituted derivatives', 2.0)",
92,DTXSID7065889,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2140.0,DTXSID7065889,"('Carboxylic acids and derivatives', 1.0)",
93,DTXSID10885542,0.0,1.0,1,0.0,0.0,0,0,1,3,5,2287.0,DTXSID10885542,"('Organooxygen compounds', 3.0)",
94,DTXSID2044638,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2543.0,DTXSID2044638,"('Organometallic compounds', 3.0)",
95,DTXSID0025440,0.0,0.0,0,0.0,0.0,0,0,0,3,4,966.0,DTXSID0025440,"('Organic nitrogen compounds', 5.0)",
96,DTXSID1068514,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2660.0,DTXSID1068514,"('Benzene and substituted derivatives', 8.0)",
97,DTXSID7041831,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2530.0,DTXSID7041831,"('Fatty Acyls', 1.0)",
98,DTXSID4064977,0.0,0.0,1,0.0,1.0,1,0,0,3,4,628.0,DTXSID4064977,"('Naphthalenes', 4.0)",
99,DTXSID7026366,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2693.0,DTXSID7026366,"('Benzene and substituted derivatives', 10.0)",
100,DTXSID2052027,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2065.0,DTXSID2052027,"('Benzene and substituted derivatives', 8.0)",
101,DTXSID6063016,0.0,1.0,1,0.0,1.0,1,0,1,3,5,2602.0,DTXSID6063016,"('Benzene and substituted derivatives', 10.0)",
102,DTXSID9042178,0.0,0.0,1,0.0,0.0,0,0,1,3,5,3844.0,DTXSID9042178,"('Organic nitrogen compounds', 5.0)",
103,DTXSID40893938,0.0,0.0,1,0.0,1.0,1,0,1,3,5,3038.0,DTXSID40893938,"('Benzene and substituted derivatives', 2.0)",
104,DTXSID7071654,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5256.0,DTXSID7071654,"('Fatty Acyls', 1.0)",
105,DTXSID30886516,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6133.0,DTXSID30886516,"('Fatty Acyls', 6.0)",
106,DTXSID1022136,0.0,0.0,0,0.0,0.0,0,0,0,2,3,295.0,DTXSID1022136,"('Acetylides', nan)",
107,DTXSID6044430,1.0,1.0,1,0.0,0.0,0,0,1,3,5,2005.0,DTXSID6044430,"('Phenylpropanoids and polyketides', 3.0)",
108,DTXSID00865676,0.0,0.0,0,0.0,0.0,0,0,0,2,3,190.0,DTXSID00865676,"('Organosulfur compounds', 1.0)",
109,DTXSID4047046,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5983.0,DTXSID4047046,"('Fatty Acyls', 1.0)",
110,DTXSID3067734,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2156.0,DTXSID3067734,"('Carboxylic acids and derivatives', 3.0)",
111,DTXSID3020966,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1422.0,DTXSID3020966,"('Benzene and substituted derivatives', 3.0)",
112,DTXSID10888972,0.0,0.0,0,0.0,1.0,1,0,0,3,4,573.0,DTXSID10888972,"('Phenylpropanoids and polyketides', 4.0)",
113,DTXSID6026377,0.0,0.0,0,0.0,0.0,0,0,0,3,4,785.0,DTXSID6026377,"('Hydrocarbons', 3.0)",
114,DTXSID8061428,0.0,0.0,1,0.0,1.0,1,0,0,3,4,1060.0,DTXSID8061428,"('Triazines', nan)",1.0
115,DTXSID90893185,0.0,0.0,0,0.0,1.0,1,0,1,4,5,6340.0,DTXSID90893185,"('Phenol ethers', 5.0)",
116,DTXSID5066370,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3374.0,DTXSID5066370,"('Organometallic compounds', 3.0)",
117,DTXSID6075435,0.0,1.0,1,0.0,0.0,0,0,1,3,5,2011.0,DTXSID6075435,"('Organooxygen compounds', 3.0)",
118,DTXSID90883602,1.0,1.0,1,1.0,1.0,1,0,1,3,5,2614.0,DTXSID90883602,"('Steroids and steroid derivatives', nan)",
119,DTXSID6027343,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1525.0,DTXSID6027343,"('Benzene and substituted derivatives', 8.0)",
120,DTXSID1025485,0.0,0.0,0,0.0,0.0,0,0,0,3,4,958.0,DTXSID1025485,"('Organic nitrogen compounds', 2.0)",
121,DTXSID40867513,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5385.0,DTXSID40867513,"('Prenol lipids', 1.0)",
122,DTXSID9052478,0.0,0.0,0,0.0,0.0,0,0,1,4,5,11542.0,DTXSID9052478,"('Fatty Acyls', 1.0)",
123,DTXSID1060714,0.0,0.0,0,0.0,0.0,0,0,0,3,4,774.0,DTXSID1060714,"('Organooxygen compounds', 5.0)",
124,DTXSID8060870,0.0,0.0,0,0.0,0.0,0,0,1,4,5,7032.0,DTXSID8060870,"('Carboxylic acids and derivatives', 1.0)",
125,DTXSID10871783,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6264.0,DTXSID10871783,"('Carboxylic acids and derivatives', 5.0)",
126,DTXSID8073475,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2375.0,DTXSID8073475,"('Organohalogen compounds', 4.0)",
127,DTXSID4026262,0.0,0.0,0,0.0,0.0,0,0,0,2,3,248.0,DTXSID4026262,"('Triazines', nan)",
128,DTXSID5061162,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5605.0,DTXSID5061162,"('Fatty Acyls', 2.0)",
129,DTXSID70863962,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2770.0,DTXSID70863962,"('Prenol lipids', 2.0)",
130,DTXSID7062588,0.0,0.0,0,0.0,0.0,1,0,0,3,4,1037.0,DTXSID7062588,"('Organoheterocyclic compounds', 1.0)",
131,DTXSID7029376,0.0,0.0,0,1.0,0.0,1,0,1,3,5,2133.0,DTXSID7029376,"('Organoheterocyclic compounds', 3.0)",
132,DTXSID1023730,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2077.0,DTXSID1023730,"('Carboxylic acids and derivatives', 2.0)",
133,DTXSID50859040,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2077.0,DTXSID50859040,"('Carboxylic acids and derivatives', 2.0)",
134,DTXSID9073046,0.0,0.0,1,0.0,0.0,0,0,0,3,4,542.0,DTXSID9073046,"('Organometallic compounds', 3.0)",
135,DTXSID2074584,0.0,0.0,0,0.0,0.0,0,0,1,4,5,13993.0,DTXSID2074584,"('Fatty Acyls', 3.0)",
136,DTXSID8044969,0.0,0.0,0,0.0,0.0,0,0,0,3,4,597.0,DTXSID8044969,"('Carboxylic acids and derivatives', 1.0)",
137,DTXSID9021633,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2805.0,DTXSID9021633,"('Fatty Acyls', 1.0)",
138,DTXSID0022519,0.0,0.0,0,0.0,0.0,0,0,1,4,5,8789.0,DTXSID0022519,"('Carboxylic acids and derivatives', 2.0)",
139,DTXSID20885795,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1043.0,DTXSID20885795,"('Benzene and substituted derivatives', 10.0)",
140,DTXSID50862175,0.0,0.0,0,0.0,1.0,1,0,0,3,4,874.0,DTXSID50862175,"('Carboxylic acids and derivatives', 2.0)",
141,DTXSID70893249,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2040.0,DTXSID70893249,"('Benzene and substituted derivatives', 10.0)",
142,DTXSID9061093,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2237.0,DTXSID9061093,"('Organooxygen compounds', 2.0)",
143,DTXSID9044409,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2470.0,DTXSID9044409,"('Organohalogen compounds', 1.0)",
144,DTXSID9052058,0.0,0.0,1,0.0,0.0,0,0,0,3,4,1256.0,DTXSID9052058,"('Prenol lipids', 1.0)",
145,DTXSID80864900,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2693.0,DTXSID80864900,"('Carboxylic acids and derivatives', 1.0)",
146,DTXSID90862134,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1674.0,DTXSID90862134,"('Piperidines', nan)",
147,DTXSID8066397,0.0,1.0,1,0.0,1.0,1,0,0,3,4,901.0,DTXSID8066397,"('Organometallic compounds', 1.0)",
148,DTXSID00859151,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2571.0,DTXSID00859151,"('Benzene and substituted derivatives', 3.0)",
149,DTXSID3026223,0.0,0.0,0,0.0,0.0,0,0,1,4,5,7073.0,DTXSID3026223,"('Carboxylic acids and derivatives', 5.0)",
150,DTXSID9051795,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1054.0,DTXSID9051795,"('Carboxylic acids and derivatives', 1.0)",
151,DTXSID6052116,1.0,1.0,1,0.0,1.0,1,0,1,3,5,2283.0,DTXSID6052116,"('Naphthalenes', 4.0)",
152,DTXSID0062557,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2191.0,DTXSID0062557,"('Benzene and substituted derivatives', 10.0)",
153,DTXSID40867432,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2884.0,DTXSID40867432,"('Fatty Acyls', 5.0)",
154,DTXSID70884733,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3392.0,DTXSID70884733,"('Organooxygen compounds', 3.0)",
155,DTXSID20884420,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3392.0,DTXSID20884420,"('Organooxygen compounds', 3.0)",
156,DTXSID0020442,0.0,0.0,0,0.0,0.0,0,0,0,3,4,627.0,DTXSID0020442,"('Benzene and substituted derivatives', 10.0)",
157,DTXSID6067208,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2292.0,DTXSID6067208,"('Benzene and substituted derivatives', 8.0)",
158,DTXSID50929277,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1735.0,DTXSID50929277,"('Benzene and substituted derivatives', 2.0)",
159,DTXSID4061418,0.0,0.0,0,0.0,1.0,1,0,0,3,4,991.0,DTXSID4061418,"('Organoheterocyclic compounds', 1.0)",
160,DTXSID6060717,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1323.0,DTXSID6060717,"('Benzene and substituted derivatives', 9.0)",
161,DTXSID4060735,0.0,0.0,0,0.0,0.0,0,0,0,3,4,573.0,DTXSID4060735,"('Organooxygen compounds', 2.0)",
162,DTXSID9048190,0.0,0.0,0,1.0,1.0,1,0,1,4,5,9002.0,DTXSID9048190,"('Prenol lipids', 2.0)",
163,DTXSID70864050,0.0,0.0,0,0.0,0.0,0,0,1,4,5,7338.0,DTXSID70864050,"('Fatty Acyls', 2.0)",
164,DTXSID8041321,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5950.0,DTXSID8041321,"('Organooxygen compounds', 1.0)",
165,DTXSID80424164,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3798.0,DTXSID80424164,"('Fatty Acyls', 1.0)",
166,DTXSID40965543,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3875.0,DTXSID40965543,"('Carboxylic acids and derivatives', 4.0)",
167,DTXSID9025455,0.0,0.0,0,0.0,0.0,0,0,0,3,4,667.0,DTXSID9025455,"('Organic nitrogen compounds', 4.0)",
168,DTXSID00867357,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2537.0,DTXSID00867357,"('Organic oxides', nan)",
169,DTXSID80967061,0.0,0.0,0,0.0,0.0,0,0,1,4,5,7023.0,DTXSID80967061,"('Fatty Acyls', 2.0)",
170,DTXSID4067018,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2613.0,DTXSID4067018,"('Benzene and substituted derivatives', 8.0)",
171,DTXSID4027656,0.0,0.0,0,0.0,0.0,0,0,0,3,4,582.0,DTXSID4027656,"('Carboxylic acids and derivatives', 5.0)",
172,DTXSID8069197,0.0,1.0,1,0.0,1.0,1,0,1,4,5,8468.0,DTXSID8069197,"('Organic phosphoric acids and derivatives', 2.0)",
173,DTXSID0064917,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1544.0,DTXSID0064917,"('Fatty Acyls', 1.0)",
174,DTXSID8066929,0.0,0.0,0,0.0,0.0,0,0,0,3,4,696.0,DTXSID8066929,"('Organic nitrogen compounds', 5.0)",
175,DTXSID6059811,0.0,0.0,0,0.0,0.0,0,0,0,2,3,213.0,DTXSID6059811,"('Organooxygen compounds', 5.0)",
176,DTXSID4043939,0.0,0.0,0,0.0,0.0,0,0,0,3,4,857.0,DTXSID4043939,"('Benzene and substituted derivatives', 3.0)",
177,DTXSID6064537,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5795.0,DTXSID6064537,"('Organic nitrogen compounds', 6.0)",
178,DTXSID3071727,0.0,0.0,0,0.0,0.0,0,0,0,2,3,299.0,DTXSID3071727,"('Organohalogen compounds', 3.0)",
179,DTXSID5029346,1.0,1.0,1,0.0,1.0,1,0,1,3,5,2344.0,DTXSID5029346,"('Benzene and substituted derivatives', 2.0)",
180,DTXSID3025178,0.0,0.0,0,0.0,0.0,0,0,0,2,3,283.0,DTXSID3025178,"('Benzene and substituted derivatives', 2.0)",
181,DTXSID5020318,0.0,0.0,0,0.0,0.0,0,0,0,3,4,984.0,DTXSID5020318,"('Organohalogen compounds', 2.0)",
182,DTXSID3066003,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2616.0,DTXSID3066003,"('Diazinanes', nan)",
183,DTXSID3063598,0.0,0.0,0,0.0,0.0,0,0,0,2,3,233.0,DTXSID3063598,"('Carboxylic acids and derivatives', 5.0)",
184,DTXSID4060159,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5444.0,DTXSID4060159,"('Carboxylic acids and derivatives', 1.0)",
185,DTXSID3020207,0.0,0.0,0,0.0,0.0,0,1,0,1,2,44.0,DTXSID3020207,"('Phenols', 2.0)",
186,DTXSID6065422,0.0,0.0,0,0.0,0.0,0,0,0,3,4,723.0,DTXSID6065422,"('Diazines', 3.0)",
187,DTXSID9059385,0.0,0.0,0,0.0,0.0,1,0,1,4,5,5450.0,DTXSID9059385,"('Fatty Acyls', 4.0)",
188,DTXSID70862910,0.0,0.0,0,0.0,1.0,1,0,1,4,5,5632.0,DTXSID70862910,"('Anthracenes', 2.0)",
189,DTXSID1030319,0.0,0.0,0,0.0,1.0,1,0,0,2,3,222.0,DTXSID1030319,"('Indoles and derivatives', nan)",
190,DTXSID6044850,0.0,0.0,1,0.0,1.0,0,0,0,3,4,784.0,DTXSID6044850,"('Piperidines', nan)",
