,MoleculeID,CERAPP_Ago_pred,CERAPP_Anta_pred,CERAPP_Bind_pred,CoMPARA_Ago_pred,CoMPARA_Anta_pred,CoMPARA_Bind_pred,CATMoS_VT_pred,CATMoS_NT_pred,CATMoS_EPA_pred,CATMoS_GHS_pred,CATMoS_LD50_pred,dtxsid,group_str,final_picks
7233,DTXSID00862706,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2949.0,DTXSID00862706,"('Organoheterocyclic compounds', 3.0)",
7234,DTXSID5071460,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2489.0,DTXSID5071460,"('Fatty Acyls', 5.0)",
7235,DTXSID60881110,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3675.0,DTXSID60881110,"('Benzene and substituted derivatives', 6.0)",
7236,DTXSID20993026,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6332.0,DTXSID20993026,"('Fatty Acyls', 1.0)",
7237,DTXSID1060928,0.0,0.0,0,0.0,0.0,0,0,0,3,4,884.0,DTXSID1060928,"('Benzene and substituted derivatives', 8.0)",
7238,DTXSID6069377,0.0,0.0,1,0.0,1.0,1,0,1,3,5,2283.0,DTXSID6069377,"('Isoindoles and derivatives', nan)",
7239,DTXSID30883383,0.0,0.0,0,0.0,0.0,0,0,0,3,4,893.0,DTXSID30883383,"('Organohalogen compounds', 4.0)",
7240,DTXSID1075305,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1491.0,DTXSID1075305,"('Organohalogen compounds', 4.0)",
7241,DTXSID0047535,0.0,0.0,0,0.0,0.0,0,0,1,4,5,12487.0,DTXSID0047535,"('Carboxylic acids and derivatives', 5.0)",
7242,DTXSID3065085,0.0,0.0,1,0.0,1.0,1,0,1,3,5,2244.0,DTXSID3065085,"('Benzene and substituted derivatives', 2.0)",
7243,DTXSID5029182,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2702.0,DTXSID5029182,"('Fatty Acyls', 1.0)",
7244,DTXSID0060064,0.0,1.0,1,0.0,1.0,1,0,1,3,5,3042.0,DTXSID0060064,"('Benzene and substituted derivatives', 4.0)",
7245,DTXSID0075029,0.0,1.0,1,0.0,0.0,0,0,1,3,5,2405.0,DTXSID0075029,"('Benzenoids', 3.0)",1.0
7246,DTXSID30884335,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1687.0,DTXSID30884335,"('Organooxygen compounds', 4.0)",
7247,DTXSID2063470,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1539.0,DTXSID2063470,"('Organooxygen compounds', 4.0)",
7248,DTXSID4025240,0.0,0.0,0,0.0,0.0,0,0,0,2,3,222.0,DTXSID4025240,"('Epoxides', nan)",
7249,DTXSID5052256,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5708.0,DTXSID5052256,"('Hydrocarbons', 3.0)",1.0
7250,DTXSID10869120,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2558.0,DTXSID10869120,"('Organometallic compounds', 3.0)",
7251,DTXSID3044702,0.0,0.0,0,0.0,0.0,0,0,0,3,4,949.0,DTXSID3044702,"('Benzene and substituted derivatives', 1.0)",
7252,DTXSID2044509,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1215.0,DTXSID2044509,"('Pyridines and derivatives', 1.0)",
7253,DTXSID7051846,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2611.0,DTXSID7051846,"('Organooxygen compounds', 3.0)",
7254,DTXSID9064899,0.0,0.0,0,0.0,0.0,0,0,1,4,5,8258.0,DTXSID9064899,"('Fatty Acyls', 5.0)",
7255,DTXSID30883287,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2111.0,DTXSID30883287,"('Fatty Acyls', 4.0)",
7256,DTXSID1066946,0.0,0.0,0,0.0,1.0,1,0,0,3,4,708.0,DTXSID1066946,"('Phenol ethers', 4.0)",
7257,DTXSID1069376,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2325.0,DTXSID1069376,"('Benzene and substituted derivatives', 8.0)",
7258,DTXSID00885773,0.0,0.0,0,0.0,0.0,0,0,0,3,4,705.0,DTXSID00885773,"('Benzene and substituted derivatives', 2.0)",
7259,DTXSID5051864,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2353.0,DTXSID5051864,"('Organooxygen compounds', 3.0)",
7260,DTXSID7041914,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1507.0,DTXSID7041914,"('Organooxygen compounds', 2.0)",
7261,DTXSID40886603,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2050.0,DTXSID40886603,"('Azobenzenes', 7.0)",
7262,DTXSID2051978,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2322.0,DTXSID2051978,"('Oxanes', nan)",1.0
7263,DTXSID80885478,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2296.0,DTXSID80885478,"('Benzene and substituted derivatives', 2.0)",
7264,DTXSID1021958,0.0,0.0,1,0.0,0.0,0,0,1,3,5,2178.0,DTXSID1021958,"('Benzene and substituted derivatives', 5.0)",
7265,DTXSID1024176,0.0,0.0,0,0.0,0.0,0,0,0,2,3,177.0,DTXSID1024176,"('Organic nitrogen compounds', 1.0)",
7266,DTXSID4063531,0.0,0.0,0,0.0,0.0,0,0,0,2,3,248.0,DTXSID4063531,"('Diazines', 3.0)",
7267,DTXSID80885998,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3369.0,DTXSID80885998,"('Carboxylic acids and derivatives', 3.0)",
7268,DTXSID2061513,0.0,0.0,0,0.0,0.0,1,0,1,4,5,12983.0,DTXSID2061513,"('Fatty Acyls', 3.0)",
7269,DTXSID9021639,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6052.0,DTXSID9021639,"('Organooxygen compounds', 4.0)",
7270,DTXSID8027797,0.0,0.0,0,0.0,0.0,0,0,1,4,5,10706.0,DTXSID8027797,"('Fatty Acyls', 1.0)",
7271,DTXSID0062189,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2388.0,DTXSID0062189,"('Organic salts', nan)",
7272,DTXSID2061511,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1585.0,DTXSID2061511,"('Carboxylic acids and derivatives', 5.0)",
7273,DTXSID10884111,0.0,0.0,0,0.0,0.0,0,0,0,3,4,563.0,DTXSID10884111,"('Keto acids and derivatives', nan)",
7274,DTXSID50862317,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2870.0,DTXSID50862317,"('Fatty Acyls', 1.0)",
7275,DTXSID0062218,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2871.0,DTXSID0062218,"('Organometallic compounds', 3.0)",
7276,DTXSID1068772,0.0,0.0,0,0.0,0.0,0,0,0,3,4,550.0,DTXSID1068772,"('Carboxylic acids and derivatives', 4.0)",
7277,DTXSID6029202,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2919.0,DTXSID6029202,"('Naphthalenes', 5.0)",
7278,DTXSID3047055,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2359.0,DTXSID3047055,"('Organoheterocyclic compounds', 3.0)",
7279,DTXSID0021832,0.0,0.0,0,0.0,0.0,0,0,0,3,4,986.0,DTXSID0021832,"('Benzene and substituted derivatives', 8.0)",
7280,DTXSID50965892,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2951.0,DTXSID50965892,"('Organometallic compounds', 4.0)",
7281,DTXSID4067307,0.0,1.0,1,,,1,0,1,3,5,2140.0,DTXSID4067307,"('Benzopyrans', nan)",
7282,DTXSID4051871,0.0,0.0,0,0.0,0.0,0,0,0,2,3,244.0,DTXSID4051871,"('Epoxides', nan)",
7283,DTXSID0062979,1.0,1.0,1,0.0,1.0,1,0,1,4,5,8740.0,DTXSID0062979,"('Benzopyrans', nan)",
7284,DTXSID20884248,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5989.0,DTXSID20884248,"('Organooxygen compounds', 1.0)",
7285,DTXSID0023088,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5989.0,DTXSID0023088,"('Organooxygen compounds', 1.0)",
7286,DTXSID601014458,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5989.0,DTXSID601014458,"('Organooxygen compounds', 1.0)",
7287,DTXSID5040463,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6013.0,DTXSID5040463,"('Organooxygen compounds', 1.0)",
7288,DTXSID7022910,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5989.0,DTXSID7022910,"('Organooxygen compounds', 1.0)",
7289,DTXSID0059249,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2498.0,DTXSID0059249,"('Benzene and substituted derivatives', 9.0)",
7290,DTXSID701009098,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1199.0,DTXSID701009098,"('Organooxygen compounds', 1.0)",
7291,DTXSID2052108,0.0,0.0,0,0.0,0.0,0,0,0,3,4,738.0,DTXSID2052108,"('Organic carbonic acids and derivatives', 4.0)",
7292,DTXSID6041422,0.0,0.0,0,0.0,1.0,0,0,0,3,4,1008.0,DTXSID6041422,"('Phenylpropanoids and polyketides', 4.0)",
7293,DTXSID3051543,1.0,1.0,1,0.0,0.0,0,0,0,2,3,260.0,DTXSID3051543,"('Phenols', 5.0)",
7294,DTXSID3066394,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5445.0,DTXSID3066394,"('Organometallic compounds', 4.0)",
7295,DTXSID2021236,0.0,0.0,0,0.0,0.0,0,0,0,3,4,934.0,DTXSID2021236,"('Benzene and substituted derivatives', 3.0)",
7296,DTXSID1046263,1.0,0.0,1,1.0,1.0,1,0,1,4,5,8759.0,DTXSID1046263,"('Prenol lipids', 2.0)",
7297,DTXSID0060010,0.0,0.0,0,0.0,0.0,0,0,0,3,4,631.0,DTXSID0060010,"('Carboxylic acids and derivatives', 5.0)",
7298,DTXSID4026921,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3035.0,DTXSID4026921,"('Organooxygen compounds', 2.0)",
7299,DTXSID9052422,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2383.0,DTXSID9052422,"('Benzene and substituted derivatives', 4.0)",
7300,DTXSID3064564,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1007.0,DTXSID3064564,"('Organoheterocyclic compounds', 3.0)",
7301,DTXSID80870162,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1500.0,DTXSID80870162,"('Organic nitrogen compounds', 6.0)",
7302,DTXSID1026665,0.0,0.0,0,0.0,0.0,0,0,0,3,4,679.0,DTXSID1026665,"('Pyridines and derivatives', 4.0)",
7303,DTXSID6064533,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1277.0,DTXSID6064533,"('Benzene and substituted derivatives', 8.0)",
7304,DTXSID6074338,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2810.0,DTXSID6074338,"('Hydrocarbons', 3.0)",
7305,DTXSID8020832,0.0,0.0,0,0.0,0.0,0,0,0,2,3,214.0,DTXSID8020832,"('Organohalogen compounds', 2.0)",
7306,DTXSID801014773,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2377.0,DTXSID801014773,"('Fatty Acyls', 1.0)",
7307,DTXSID1020142,0.0,0.0,0,0.0,0.0,0,0,0,3,4,712.0,DTXSID1020142,"('Triazines', nan)",
7308,DTXSID6047101,0.0,0.0,0,0.0,0.0,0,0,0,3,4,736.0,DTXSID6047101,"('Diazines', 3.0)",
7309,DTXSID50883946,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2991.0,DTXSID50883946,"('Fatty Acyls', 1.0)",
7310,DTXSID3068881,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1120.0,DTXSID3068881,"('Benzene and substituted derivatives', 8.0)",
7311,DTXSID50372062,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1588.0,DTXSID50372062,"('Benzene and substituted derivatives', 5.0)",
7312,DTXSID9067980,0.0,0.0,0,0.0,0.0,0,0,0,3,4,748.0,DTXSID9067980,"('Naphthalenes', 4.0)",
7313,DTXSID1061946,1.0,0.0,1,0.0,0.0,0,0,1,3,5,3272.0,DTXSID1061946,"('Organic phosphonic acids and derivatives', nan)",
7314,DTXSID1023786,0.0,0.0,0,0.0,0.0,0,0,0,2,3,174.0,DTXSID1023786,"('Organic nitrogen compounds', 4.0)",
7315,DTXSID70884076,1.0,1.0,1,0.0,0.0,0,0,0,3,4,1120.0,DTXSID70884076,"('Prenol lipids', 2.0)",
7316,DTXSID30867663,0.0,0.0,1,0.0,1.0,1,0,0,3,4,929.0,DTXSID30867663,"('Indoles and derivatives', nan)",
7317,DTXSID2066804,0.0,0.0,0,0.0,0.0,0,0,0,2,3,251.0,DTXSID2066804,"('Carboxylic acids and derivatives', 5.0)",
7318,DTXSID2072629,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5949.0,DTXSID2072629,"('Carboxylic acids and derivatives', 5.0)",
7319,DTXSID4069050,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6879.0,DTXSID4069050,"('Fatty Acyls', 1.0)",
7320,DTXSID80984470,0.0,0.0,0,0.0,0.0,1,0,1,3,5,2775.0,DTXSID80984470,"('Organic nitrogen compounds', 3.0)",
7321,DTXSID6073108,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2434.0,DTXSID6073108,"('Other', 1.0)",
7322,DTXSID0060272,0.0,0.0,1,0.0,1.0,1,0,1,3,5,2413.0,DTXSID0060272,"('Organometallic compounds', 1.0)",
7323,DTXSID2020975,0.0,0.0,0,0.0,0.0,0,1,0,1,2,23.0,DTXSID2020975,"('Organic nitrogen compounds', 6.0)",
7324,DTXSID70175517,0.0,0.0,0,0.0,1.0,0,0,0,3,4,695.0,DTXSID70175517,"('Pyridines and derivatives', 3.0)",
7325,DTXSID10867641,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5863.0,DTXSID10867641,"('Fatty Acyls', 5.0)",
7326,DTXSID0029260,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3240.0,DTXSID0029260,"('Azolidines', 1.0)",
7327,DTXSID9052391,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6360.0,DTXSID9052391,"('Organooxygen compounds', 4.0)",
7328,DTXSID6049220,0.0,0.0,0,0.0,0.0,0,0,0,2,3,277.0,DTXSID6049220,"('Diazines', 3.0)",
7329,DTXSID2022040,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1306.0,DTXSID2022040,"('Organoheterocyclic compounds', 1.0)",
7330,DTXSID20995560,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1496.0,DTXSID20995560,"('Benzene and substituted derivatives', 8.0)",
7331,DTXSID0070996,0.0,0.0,0,0.0,1.0,0,0,1,3,5,2135.0,DTXSID0070996,"('Organoheterocyclic compounds', 1.0)",
7332,DTXSID5073082,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2750.0,DTXSID5073082,"('Carboxylic acids and derivatives', 5.0)",
7333,DTXSID4027949,0.0,0.0,0,0.0,1.0,1,0,0,3,4,672.0,DTXSID4027949,"('Benzothiazoles', nan)",
7334,DTXSID1061736,1.0,1.0,1,0.0,0.0,0,0,0,3,4,592.0,DTXSID1061736,"('Organic nitrogen compounds', 3.0)",
7335,DTXSID6029258,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2535.0,DTXSID6029258,"('Naphthalenes', 2.0)",
7336,DTXSID5052751,0.0,0.0,0,0.0,0.0,0,0,0,3,4,788.0,DTXSID5052751,"('Mixed metal/non-metal compounds', 5.0)",
7337,DTXSID6071956,0.0,0.0,0,0.0,0.0,0,0,1,4,5,7594.0,DTXSID6071956,"('Fatty Acyls', 3.0)",
7338,DTXSID0052677,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6612.0,DTXSID0052677,"('Prenol lipids', 2.0)",
7339,DTXSID6042446,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6612.0,DTXSID6042446,"('Prenol lipids', 2.0)",
7340,DTXSID2060258,0.0,0.0,0,0.0,0.0,0,0,0,2,3,203.0,DTXSID2060258,"('Organosulfur compounds', 2.0)",
7341,DTXSID10940983,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3034.0,DTXSID10940983,"('Organometallic compounds', 3.0)",
7342,DTXSID2061563,1.0,1.0,1,0.0,0.0,0,0,1,3,5,2239.0,DTXSID2061563,"('Benzene and substituted derivatives', 8.0)",
7343,DTXSID9061047,0.0,1.0,1,0.0,0.0,0,0,0,3,4,1360.0,DTXSID9061047,"('Benzene and substituted derivatives', 2.0)",
7344,DTXSID9027449,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2162.0,DTXSID9027449,"('Organic nitrogen compounds', 1.0)",
7345,DTXSID8062101,0.0,0.0,0,0.0,0.0,0,0,0,3,4,674.0,DTXSID8062101,"('Carboxylic acids and derivatives', 4.0)",
7346,DTXSID0026547,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6046.0,DTXSID0026547,"('Naphthalenes', 3.0)",
7347,DTXSID5041809,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1500.0,DTXSID5041809,"('Organic acids and derivatives', 3.0)",
7348,DTXSID2026949,0.0,0.0,0,0.0,0.0,0,0,0,2,3,235.0,DTXSID2026949,"('Organohalogen compounds', 4.0)",
7349,DTXSID50864876,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6089.0,DTXSID50864876,"('Carboxylic acids and derivatives', 5.0)",
7350,DTXSID40885358,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3267.0,DTXSID40885358,"('Fatty Acyls', 1.0)",
7351,DTXSID6047650,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2555.0,DTXSID6047650,"('Organooxygen compounds', 5.0)",
7352,DTXSID4047466,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2844.0,DTXSID4047466,"('Organooxygen compounds', 1.0)",
7353,DTXSID2062589,0.0,0.0,0,0.0,1.0,1,0,0,3,4,935.0,DTXSID2062589,"('Other', 2.0)",
7354,DTXSID6027979,0.0,0.0,1,,1.0,1,0,1,4,5,8885.0,DTXSID6027979,"('Benzene and substituted derivatives', 6.0)",
7355,DTXSID10889262,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2343.0,DTXSID10889262,"('Organic oxides', nan)",
7356,DTXSID2026107,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1078.0,DTXSID2026107,"('Carboxylic acids and derivatives', 4.0)",
7357,DTXSID6074885,0.0,0.0,0,0.0,1.0,1,0,0,3,4,1003.0,DTXSID6074885,"('Azobenzenes', 7.0)",
7358,DTXSID0059328,0.0,0.0,0,0.0,0.0,0,0,1,4,5,10672.0,DTXSID0059328,"('Fatty Acyls', 3.0)",
7359,DTXSID3052488,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6886.0,DTXSID3052488,"('Fatty Acyls', 1.0)",
7360,DTXSID70868311,0.0,1.0,1,1.0,0.0,1,0,1,4,5,8943.0,DTXSID70868311,"('Prenol lipids', 2.0)",
7361,DTXSID9063409,0.0,0.0,0,0.0,0.0,0,0,0,2,3,259.0,DTXSID9063409,"('Organic 1,3-dipolar compounds', nan)",
7362,DTXSID6052453,0.0,0.0,1,0.0,1.0,1,0,1,4,5,8658.0,DTXSID6052453,"('Prenol lipids', 2.0)",
7363,DTXSID60862065,0.0,0.0,0,0.0,0.0,0,0,0,2,3,235.0,DTXSID60862065,"('Organohalogen compounds', 2.0)",
7364,DTXSID6052370,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6277.0,DTXSID6052370,"('Prenol lipids', 2.0)",
7365,DTXSID2052609,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2823.0,DTXSID2052609,"('Benzene and substituted derivatives', 4.0)",
7366,DTXSID9044588,0.0,0.0,0,0.0,0.0,0,0,0,3,4,875.0,DTXSID9044588,"('Organooxygen compounds', 2.0)",
7367,DTXSID1059311,0.0,0.0,0,0.0,0.0,0,0,0,3,4,966.0,DTXSID1059311,"('Organic nitrogen compounds', 6.0)",
7368,DTXSID8029286,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2103.0,DTXSID8029286,"('Phenylpropanoids and polyketides', 4.0)",
7369,DTXSID7051682,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1452.0,DTXSID7051682,"('Benzene and substituted derivatives', 4.0)",
7370,DTXSID1059573,0.0,0.0,0,0.0,0.0,0,0,0,2,3,188.0,DTXSID1059573,"('Organoheterocyclic compounds', 1.0)",
7371,DTXSID301015283,0.0,0.0,0,0.0,0.0,1,0,1,4,5,5557.0,DTXSID301015283,"('Fatty Acyls', 4.0)",
7372,DTXSID7025134,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1280.0,DTXSID7025134,"('Benzene and substituted derivatives', 3.0)",
7373,DTXSID8058950,0.0,0.0,0,0.0,0.0,0,0,0,3,4,945.0,DTXSID8058950,"('Quinolines and derivatives', 2.0)",
7374,DTXSID90274071,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5624.0,DTXSID90274071,"('Fatty Acyls', 5.0)",
7375,DTXSID2059726,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2575.0,DTXSID2059726,"('Organic carbonic acids and derivatives', 3.0)",
7376,DTXSID7060598,0.0,0.0,0,0.0,0.0,0,0,0,3,4,576.0,DTXSID7060598,"('Organoheterocyclic compounds', 1.0)",
7377,DTXSID2065753,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5495.0,DTXSID2065753,"('Organooxygen compounds', 5.0)",
7378,DTXSID5067760,0.0,0.0,0,0.0,0.0,0,0,0,2,3,233.0,DTXSID5067760,"('Organometallic compounds', 2.0)",
7379,DTXSID2044842,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1180.0,DTXSID2044842,"('Organometallic compounds', 3.0)",
7380,DTXSID2044424,0.0,0.0,0,0.0,0.0,0,0,0,2,3,251.0,DTXSID2044424,"('Organic nitrogen compounds', 3.0)",
7381,DTXSID2064785,1.0,1.0,1,0.0,1.0,1,0,1,3,5,2167.0,DTXSID2064785,"('Phenylpropanoids and polyketides', 4.0)",1.0
7382,DTXSID8027400,0.0,0.0,0,0.0,0.0,0,0,1,3,5,3035.0,DTXSID8027400,"('Organooxygen compounds', 2.0)",
7383,DTXSID3066712,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1521.0,DTXSID3066712,"('Benzene and substituted derivatives', 10.0)",
7384,DTXSID2052449,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6445.0,DTXSID2052449,"('Fatty Acyls', 1.0)",
7385,DTXSID3048102,0.0,0.0,0,0.0,0.0,0,0,1,4,5,11409.0,DTXSID3048102,"('Organooxygen compounds', 3.0)",
7386,DTXSID7061190,0.0,1.0,1,0.0,0.0,0,0,1,3,5,2105.0,DTXSID7061190,"('Organophosphorus compounds', nan)",1.0
7387,DTXSID60793709,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2261.0,DTXSID60793709,"('Organic nitrogen compounds', 6.0)",
7388,DTXSID4025163,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2717.0,DTXSID4025163,"('Benzenoids', 3.0)",
7389,DTXSID80379781,0.0,0.0,0,0.0,0.0,0,0,0,2,3,264.0,DTXSID80379781,"('Organohalogen compounds', 4.0)",
7390,DTXSID4020874,0.0,0.0,0,0.0,0.0,0,0,0,2,3,147.0,DTXSID4020874,"('Organic nitrogen compounds', 4.0)",
7391,DTXSID501014805,1.0,0.0,1,0.0,1.0,1,0,1,4,5,5981.0,DTXSID501014805,"('Phenols', 4.0)",
7392,DTXSID7058969,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6929.0,DTXSID7058969,"('Benzene and substituted derivatives', 10.0)",
7393,DTXSID30884411,0.0,0.0,0,0.0,0.0,0,0,1,4,5,8392.0,DTXSID30884411,"('Organooxygen compounds', 1.0)",
7394,DTXSID4045979,0.0,0.0,0,0.0,0.0,0,0,1,4,5,8392.0,DTXSID4045979,"('Organooxygen compounds', 1.0)",
7395,DTXSID7042514,0.0,0.0,0,0.0,0.0,0,0,1,4,5,9170.0,DTXSID7042514,"('Organooxygen compounds', 1.0)",
7396,DTXSID10930122,0.0,0.0,0,0.0,0.0,0,0,1,4,5,6134.0,DTXSID10930122,"('Carboxylic acids and derivatives', 2.0)",
7397,DTXSID5025023,0.0,0.0,0,0.0,0.0,0,0,0,3,4,731.0,DTXSID5025023,"('Hydrocarbons', 2.0)",
7398,DTXSID5064540,0.0,0.0,0,0.0,1.0,1,0,1,4,5,8930.0,DTXSID5064540,"('Naphthalenes', 1.0)",
7399,DTXSID1020306,0.0,0.0,0,0.0,0.0,0,0,0,3,4,719.0,DTXSID1020306,"('Organohalogen compounds', 2.0)",
7400,DTXSID2068767,0.0,0.0,0,0.0,0.0,0,0,0,3,4,850.0,DTXSID2068767,"('Benzene and substituted derivatives', 10.0)",
7401,DTXSID5020732,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1355.0,DTXSID5020732,"('Phenylpropanoids and polyketides', 4.0)",
7402,DTXSID6062705,0.0,0.0,0,0.0,0.0,0,0,1,4,5,12474.0,DTXSID6062705,"('Fatty Acyls', 3.0)",
7403,DTXSID10865703,0.0,1.0,1,0.0,0.0,1,0,1,3,5,2488.0,DTXSID10865703,"('Organooxygen compounds', 3.0)",
7404,DTXSID3063754,0.0,0.0,0,0.0,1.0,1,0,1,3,5,2625.0,DTXSID3063754,"('Naphthalenes', 1.0)",
7405,DTXSID1072842,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5134.0,DTXSID1072842,"('Organooxygen compounds', 3.0)",
7406,DTXSID80351229,0.0,0.0,0,0.0,0.0,0,0,0,3,4,832.0,DTXSID80351229,"('Triazines', nan)",
7407,DTXSID5074343,0.0,0.0,0,0.0,0.0,0,0,1,4,5,5111.0,DTXSID5074343,"('Carboxylic acids and derivatives', 1.0)",
7408,DTXSID8047896,1.0,1.0,1,1.0,1.0,1,0,1,3,5,2257.0,DTXSID8047896,"('Prenol lipids', 2.0)",
7409,DTXSID4044747,0.0,0.0,0,0.0,0.0,0,0,0,2,3,191.0,DTXSID4044747,"('Organic acids and derivatives', 1.0)",
7410,DTXSID5051947,1.0,1.0,1,0.0,1.0,1,0,0,3,4,826.0,DTXSID5051947,"('Benzene and substituted derivatives', 6.0)",
7411,DTXSID2044846,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2374.0,DTXSID2044846,"('Benzene and substituted derivatives', 8.0)",
7412,DTXSID3031492,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2337.0,DTXSID3031492,"('Carboxylic acids and derivatives', 5.0)",
7413,DTXSID1066815,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2554.0,DTXSID1066815,"('Other', 1.0)",
7414,DTXSID70916987,0.0,0.0,0,1.0,0.0,1,0,0,3,4,921.0,DTXSID70916987,"('Organic nitrogen compounds', 3.0)",
7415,DTXSID90872910,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2722.0,DTXSID90872910,"('Benzene and substituted derivatives', 9.0)",
7416,DTXSID5061538,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1448.0,DTXSID5061538,"('Benzene and substituted derivatives', 2.0)",
7417,DTXSID7026441,0.0,0.0,0,0.0,0.0,0,0,1,3,5,2468.0,DTXSID7026441,"('Organooxygen compounds', 2.0)",
7418,DTXSID90884215,0.0,0.0,0,0.0,0.0,0,0,0,3,4,1043.0,DTXSID90884215,"('Organometallic compounds', 3.0)",
7419,DTXSID2020137,1.0,1.0,1,0.0,1.0,1,0,0,2,3,231.0,DTXSID2020137,"('Benzene and substituted derivatives', 10.0)",
7420,DTXSID1061150,0.0,0.0,0,0.0,0.0,0,0,0,2,3,239.0,DTXSID1061150,"('Carboxylic acids and derivatives', 1.0)",
7421,DTXSID80945061,1.0,1.0,1,0.0,1.0,1,0,1,3,5,2122.0,DTXSID80945061,"('Naphthalenes', 2.0)",
